Software,RP Name,Software's Web Page,Software Documentation/Link,Example Software Use (link)
suitesparse,"aces, faster",https://people.engr.tamu.edu/davis/suitesparse.html,https://github.com/DrTimothyAldenDavis/SuiteSparse#documentation,"https://github.com/DrTimothyAldenDavis/SuiteSparse/tree/dev/Example , https://github.com/DrTimothyAldenDavis/SuiteSparse/blob/dev/SuiteSparse_demo.m "
sundials,"aces, faster",https://computing.llnl.gov/projects/sundials,https://sundials.readthedocs.io/en/latest/,"https://sundials.readthedocs.io/en/latest/sundials/ , https://computing.llnl.gov/projects/sundials/usage-notes , https://github.com/LLNL/sundials/tree/main/examples , https://computing.llnl.gov/projects/sundials/faq "
superlu,expanse,https://portal.nersc.gov/project/sparse/superlu/,https://portal.nersc.gov/project/sparse/superlu/superlu_code_html/annotated.html,"https://portal.nersc.gov/project/sparse/superlu/ug.pdf , https://portal.nersc.gov/project/sparse/superlu/superlu_code_html/dir_2ed5cd83c419d7f3788213bde77ef248.html , https://github.com/xiaoyeli/superlu/tree/master/EXAMPLE , https://portal.nersc.gov/project/sparse/superlu/faq.html "
superlu_dist,"aces, faster",https://github.com/xiaoyeli/superlu_dist,https://portal.nersc.gov/project/sparse/superlu/superlu_dist_code_html/,"https://dl.acm.org/doi/pdf/10.1145/3577197 , https://github.com/xiaoyeli/superlu_dist/tree/master/EXAMPLE , https://portal.nersc.gov/project/sparse/superlu/superlu_dist_code_html/dir_2ed5cd83c419d7f3788213bde77ef248.html "
superlu-dist,expanse,,,
survivor,anvil,,,
svaba,anvil,,,
svtools,anvil,,,
svtyper,"anvil, faster",,,
swat,anvil,,,
swig,"aces, anvil, faster, stampede3",https://www.swig.org/,https://www.swig.org/Doc4.2/Contents.html,"https://www.swig.org/Doc4.2/SWIG.html , https://www.swig.org/Doc4.2/Introduction.html#Introduction_nn4 , https://www.swig.org/tutorial.html , https://www.dabeaz.com/SwigMaster/index.html , https://github.com/swig/swig/blob/master/Examples/index.html , https://github.com/swig/swig/wiki "
sympy,"aces, faster",,,
synthcity,aces,https://github.com/vanderschaarlab/synthcity,https://synthcity.readthedocs.io/en/latest/,"https://synthcity.readthedocs.io/en/latest/#boom-sample-usage , https://github.com/vanderschaarlab/synthcity#-tutorials , https://synthcity.readthedocs.io/en/latest/examples.html "
syri,anvil,,,
sz,faster,,,
sz3,faster,,,
szip,"aces, darwin, faster",https://support.hdfgroup.org/doc_resource/SZIP/,https://apolo-docs.readthedocs.io/en/latest/software/scientific_libraries/Szip/Szip-2.1.1/index.html,"https://support.hdfgroup.org/doc_resource/SZIP/H5_szip_example.html , https://support.hdfgroup.org/doc_resource/SZIP/H4_szip_example.html , https://support.hdfgroup.org/doc_resource/SZIP/h4_examples/ "
t-coffee,anvil,,,
tabix,expanse,https://www.htslib.org/doc/tabix.html,https://www.htslib.org/doc/tabix.html,"https://github.com/samtools/htslib/blob/develop/tabix.1 , https://www.htslib.org/doc/tabix.html#EXAMPLE "
tacc,stampede3,,,
tacc-apptainer,stampede3,https://apptainer.org/,https://apptainer.org/documentation/,https://apptainer.org/docs/user/main/quick_start.html
taichi,faster,,,
talon,anvil,,,
tar,kyric,https://www.gnu.org/software/tar/,https://www.gnu.org/software/tar/manual/,"https://www.gnu.org/software/tar/manual/html_node/Tutorial.html , https://www.gnu.org/software/tar/manual/html_node/Recipes.html , https://www.gnu.org/software/tar/manual/html_node/Index-of-Command-Line-Options.html , https://www.geeksforgeeks.org/tar-command-linux-examples/ , https://www.computerhope.com/unix/utar.htm "
targetp,anvil,,,
tassel,anvil,,,
tau,"darwin, expanse, kyric, ookami",https://www.cs.uoregon.edu/research/tau/home.php,https://www.cs.uoregon.edu/research/tau/docs.php,https://www.cs.uoregon.edu/research/tau/docs/tutorial/
taxonkit,anvil,,,
tbb,"aces, faster, kyric",https://www.intel.com/content/www/us/en/developer/tools/oneapi/onetbb.html,https://oneapi-src.github.io/oneTBB/,"https://oneapi-src.github.io/oneTBB/GSG/get_started.html , https://www.intel.com/content/www/us/en/docs/onetbb/cookbook/2021-6/developing-an-application-with-a-parallel.html , https://oneapi-src.github.io/oneTBB/GSG/samples.html , https://github.com/oneapi-src/oneTBB/tree/master/examples "
tbb32,kyric,https://www.intel.com/content/www/us/en/developer/tools/oneapi/onetbb.html,https://oneapi-src.github.io/oneTBB/,"https://oneapi-src.github.io/oneTBB/GSG/get_started.html , https://www.intel.com/content/www/us/en/docs/onetbb/cookbook/2021-6/developing-an-application-with-a-parallel.html , https://oneapi-src.github.io/oneTBB/GSG/samples.html , https://github.com/oneapi-src/oneTBB/tree/master/examples "
tcl,"aces, anvil, delta, expanse, faster",https://www.tcl.tk/,https://www.tcl.tk/doc/,"https://www.tcl.tk/man/tcl8.5/tutorial/tcltutorial.html , https://tkdocs.com/tutorial/index.html , https://wiki.tcl-lang.org/page/Tcl+Tutorial+Lesson+0 , https://www.tcl.tk/about/language.html , https://www.tcl.tk/about/dos2unix.html , https://www.tcl.tk/about/netserver.html "
tclap,faster,,,
tcltk,darwin,https://www.tcl.tk/,https://www.tcl.tk/doc/,"https://www.tcl.tk/man/tcl8.5/tutorial/tcltutorial.html , https://tkdocs.com/tutorial/index.html , https://wiki.tcl-lang.org/page/Tcl+Tutorial+Lesson+0 , https://www.tcl.tk/about/language.html , https://www.tcl.tk/about/dos2unix.html , https://www.tcl.tk/about/netserver.html "
tcsh,"aces, faster",https://www.tcsh.org/,https://linux.die.net/man/1/tcsh,"https://www.computerhope.com/unix/tcsh.htm , https://learnxinyminutes.com/docs/tcsh/ , https://www.tcsh.org/faq/ , https://web.archive.org/web/20161021170817/http://www.tcsh.org/TipsAndTricks "
template,ookami,,,
tensorboard,"aces, faster",https://www.tensorflow.org/tensorboard,https://github.com/tensorflow/tensorboard,"https://www.tensorflow.org/tensorboard/get_started , https://www.tensorflow.org/tensorboard/tensorboard_in_notebooks , https://github.com/tensorflow/tensorboard#frequently-asked-questions "
tensorboardx,"aces, faster",https://github.com/lanpa/tensorboardX,https://tensorboardx.readthedocs.io/en/latest/tensorboard.html,"https://tensorboardx.readthedocs.io/en/latest/tutorial.html , https://github.com/lanpa/tensorboardX#example , https://github.com/lanpa/tensorboardX/tree/master/examples "
tensorflow,"aces, anvil, darwin, faster",https://www.tensorflow.org/,https://www.tensorflow.org/guide,"https://www.tensorflow.org/guide/basics , https://www.tensorflow.org/tutorials , https://www.tensorflow.org/learn , https://colab.research.google.com/github/tensorflow/docs/blob/master/site/en/tutorials/quickstart/beginner.ipynb , https://www.tensorflow.org/resources/learn-ml , https://developers.google.com/machine-learning/crash-course/ , https://www.youtube.com/tensorflow "
tensorflow-probability,"aces, faster",,,
tensorrt,"aces, faster",https://developer.nvidia.com/tensorrt,https://docs.nvidia.com/deeplearning/tensorrt/,"https://docs.nvidia.com/deeplearning/tensorrt/quick-start-guide/index.html , https://docs.nvidia.com/deeplearning/tensorrt/sample-support-guide/index.html , https://github.com/dusty-nv/jetson-inference , https://developer.nvidia.com/blog/speeding-up-deep-learning-inference-using-tensorrt/ "
tesseract,aces,https://github.com/tesseract-ocr/tesseract,https://tesseract-ocr.github.io/,"https://tesseract-ocr.github.io/tessdoc/Command-Line-Usage.html , https://tesseract-ocr.github.io/tessdoc/APIExample.html , https://tesseract-ocr.github.io/tessdoc/User-App-Example.html , https://tesseract-ocr.github.io/tessdoc/FAQ.html , https://github.com/tesseract-ocr/tessdoc/tree/main/examples , https://pyimagesearch.com/2017/07/10/using-tesseract-ocr-python/ , https://nanonets.com/blog/ocr-with-tesseract/ , https://medium.com/quantrium-tech/installing-and-using-tesseract-4-on-windows-10-4f7930313f82 "
tetranscripts,anvil,,,
texlive,"aces, anvil, darwin, ookami",https://www.tug.org/texlive/,https://www.tug.org/texlive/doc.html,"https://accelconf.web.cern.ch/workshop99/Proceedings/Goossens.pdf , https://www.youtube.com/watch?v=4cxWXrvUAXc "
tfold,darwin,,,
theano,"aces, faster",https://github.com/Theano/Theano,https://github.com/Theano/Theano/tree/master/doc,https://github.com/Theano/Theano/tree/master/doc/tutorial
thermo-calc,faster,,,
tiara,anvil,,,
tiff,"aces, faster",,,
tiger,bridges-2,https://github.com/sandialabs/TIGER,https://github.com/sandialabs/TIGER,https://academic.oup.com/nar/article/48/8/4052/5809164
tigmint,anvil,,,
time,"aces, delta, faster",https://www.gnu.org/software/time/,https://man7.org/linux/man-pages/man1/time.1.html,"https://www.baeldung.com/linux/time-command , https://www.cyberciti.biz/faq/unix-linux-time-command-examples-usage-syntax/ "
tinker-hp,delta,,,
tk,"aces, anvil, delta, faster",https://www.tcl.tk/,https://www.tcl.tk/doc/,"https://www.tcl.tk/man/tcl8.5/tutorial/tcltutorial.html , https://tkdocs.com/tutorial/index.html , https://wiki.tcl-lang.org/page/Tcl+Tutorial+Lesson+0 , https://www.tcl.tk/about/language.html , https://www.tcl.tk/about/dos2unix.html , https://www.tcl.tk/about/netserver.html "
tkinter,"aces, faster",https://docs.python.org/3/library/tk.html,https://docs.python.org/3/library/tkinter.html,"https://docs.python.org/3/library/tkinter.html#a-hello-world-program , https://coderslegacy.com/python/python-gui/ , https://thinkingtkinter.sourceforge.net/ , https://tkdocs.com/tutorial/ , https://realpython.com/python-gui-tkinter/ , https://www.tutorialspoint.com/python/python_gui_programming.htm "
tmux,aces,https://github.com/tmux/tmux,https://man.openbsd.org/tmux,"https://github.com/tmux/tmux/wiki/Getting-Started , https://github.com/tmux/tmux/wiki , https://github.com/tmux/tmux/wiki/FAQ , https://thoughtbot.com/blog/a-tmux-crash-course , https://tmuxcheatsheet.com/ , https://www.youtube.com/watch?v=BHhA_ZKjyxo "
tobias,anvil,,,
tombo,anvil,,,
tomli,faster,,,
tophat,anvil,,,
torchani,anvil,,,
torchinfo,faster,,,
torchsampler,aces,https://pypi.org/project/torchsampler/,https://github.com/ufoym/imbalanced-dataset-sampler,https://github.com/ufoym/imbalanced-dataset-sampler/tree/master/examples
torchtext,aces,https://pytorch.org/text/stable/,https://torchtext.readthedocs.io/en/latest/,"https://pytorch.org/text/stable/#getting-started , https://github.com/pytorch/text#tutorials , https://torchtext.readthedocs.io/en/latest/examples.html , https://pytorch.org/tutorials/beginner/transformer_tutorial.html , https://github.com/pytorch/text/tree/main/notebooks "
torchvision,"aces, faster",https://pytorch.org/vision/stable/,https://github.com/pytorch/vision,"https://pytorch.org/vision/stable/transforms.html#start-here , https://pytorch.org/tutorials/intermediate/torchvision_tutorial.html , https://pytorch.org/vision/stable/auto_examples/ , https://github.com/pytorch/vision/tree/main/examples "
tornado,aces,,,
totalview,anvil,https://totalview.io/products/totalview,https://help.totalview.io/current/HTML/,"https://help.totalview.io/current/HTML/#page/TotalView/GettingStarted.html , https://totalview.io/support/video-tutorials , https://help.totalview.io/current/PDFs/TotalView_Cheat_Sheet.pdf "
tpmcalculator,anvil,,,
tqdm,"aces, faster",https://github.com/tqdm/tqdm,https://tqdm.github.io/,"https://tqdm.github.io/video/ , https://github.com/tqdm/tqdm#usage , https://github.com/tqdm/tqdm/wiki , https://github.com/tqdm/tqdm#faq-and-known-issues "
transabyss,anvil,,,
transdecoder,anvil,,,
transformers,faster,,,
transrate,anvil,,,
transvar,anvil,,,
trax,anvil,,,
treetime,anvil,,,
trilinos,"aces, stampede3",https://trilinos.github.io/,https://trilinos.github.io/documentation.html,"https://trilinos.github.io/getting_started.html , https://github.com/trilinos/Trilinos_tutorial/wiki/TrilinosHandsOnTutorial , https://github.com/trilinos/Trilinos/tree/master/sampleScripts , https://trilinos.github.io/pdfs/TrilinosUserGuide.pdf , https://www.youtube.com/channel/UCXUzjWRBdpPVBbJn8vFRc7w "
trim_galore,"aces, faster",https://www.bioinformatics.babraham.ac.uk/projects/trim_galore/,https://github.com/FelixKrueger/TrimGalore/blob/master/Docs/Trim_Galore_User_Guide.md,"https://docs.tinybio.cloud/docs/trim-galore-tutorial , https://hpc.nih.gov/apps/trimgalore.html , https://toolshed.g2.bx.psu.edu/repository/display_tool?repository_id=5399c3e263b33bd5&tool_config=%2Fsrv%2Ftoolshed-repos%2Fmain%2F000%2Frepo_464%2Ftrim_galore.xml&changeset_revision=cd7e644cae1d "
trim-galore,anvil,https://www.bioinformatics.babraham.ac.uk/projects/trim_galore/,https://github.com/FelixKrueger/TrimGalore/blob/master/Docs/Trim_Galore_User_Guide.md,"https://docs.tinybio.cloud/docs/trim-galore-tutorial , https://hpc.nih.gov/apps/trimgalore.html , https://toolshed.g2.bx.psu.edu/repository/display_tool?repository_id=5399c3e263b33bd5&tool_config=%2Fsrv%2Ftoolshed-repos%2Fmain%2F000%2Frepo_464%2Ftrim_galore.xml&changeset_revision=cd7e644cae1d "
trimal,"anvil, faster",,,
trimmomatic,"anvil, bridges-2, expanse",http://www.usadellab.org/cms/?page=trimmomatic,http://www.usadellab.org/cms/uploads/supplementary/Trimmomatic/TrimmomaticManual_V0.32.pdf,"https://github.com/usadellab/Trimmomatic#quick-start , https://bioinformatics-core-shared-training.github.io/cruk-summer-school-2021/RNAseq/Markdowns/S3_Trimming_Reads.html , https://hpc.nih.gov/apps/trimmomatic.html , https://www.youtube.com/watch?v=Op3W5TEej3k "
trinity,"anvil, bridges-2, expanse",https://github.com/trinityrnaseq/trinityrnaseq,https://github.com/trinityrnaseq/trinityrnaseq/wiki,"https://www.broadinstitute.org/broade/trinity-screencast , https://github.com/trinityrnaseq/RNASeq_Trinity_Tuxedo_Workshop/wiki , https://biohpc.cornell.edu/lab/doc/trinity_workshop_part1.pdf , https://rnabio.org/module-06-trinity/0006/02/01/Trinity_Assembly_And_Analysis/ , https://docs.icer.msu.edu/Trinity_for_RNA-seq_de_novo_assembly/ "
trinotate,anvil,,,
trnascan-se,"anvil, bridges-2",https://github.com/UCSC-LoweLab/tRNAscan-SE,https://gensoft.pasteur.fr/docs/trnascan/1.3.1/Manual.pdf,"http://gtrnadb.ucsc.edu/docs/tRNAgene/ , https://github.com/UCSC-LoweLab/tRNAscan-SE/tree/master/Demo , https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6768409/ , https://academic.oup.com/nar/article/49/16/9077/6355886 "
trtools,anvil,,,
trust4,anvil,,,
trycycler,anvil,,,
twisted,"aces, faster",,,
typing-extensions,"aces, faster",https://pypi.org/project/typing-extensions/,https://typing-extensions.readthedocs.io/en/latest/,https://typing-extensions.readthedocs.io/en/latest/#runtime-use-of-types 
ucc,"aces, faster",https://github.com/openucx/ucc,https://openucx.github.io/ucc/api/v1.2/html/,"https://openucx.github.io/ucc/wg_slides/ucc_am_2021.pdf , https://mug.mvapich.cse.ohio-state.edu/static/media/mug/presentations/21/gorentla_bureddy_ucc_sharp_mug21.pdf "
ucc-cuda,"aces, faster",https://github.com/openucx/ucc,https://openucx.github.io/ucc/api/v1.2/html/,"https://openucx.github.io/ucc/wg_slides/ucc_am_2021.pdf , https://mug.mvapich.cse.ohio-state.edu/static/media/mug/presentations/21/gorentla_bureddy_ucc_sharp_mug21.pdf "
ucsc_genome_toolkit,anvil,,,
ucsctest,faster,,,
ucsctools,faster,,,
ucx,"aces, anvil, bridges-2, darwin, expanse, faster, kyric, ookami",https://openucx.org/,https://openucx.org/documentation/,"https://openucx.org/wp-content/uploads/2017/07/UCX_HOTI_Tutorial-Final_v1.pdf , https://www.youtube.com/watch?v=QJIgAGZayUA , https://github.com/openucx/ucx/tree/master/examples , https://www.youtube.com/watch?v=lD5CYMY840A , https://github.com/openucx/ucx/wiki "
ucx-cuda,"aces, faster",https://openucx.org/,https://openucx.org/documentation/,"https://openucx.org/wp-content/uploads/2017/07/UCX_HOTI_Tutorial-Final_v1.pdf , https://www.youtube.com/watch?v=QJIgAGZayUA , https://github.com/openucx/ucx/tree/master/examples , https://www.youtube.com/watch?v=lD5CYMY840A , https://github.com/openucx/ucx/wiki "
udbuild,darwin,,,
udunits,"aces, darwin, faster, stampede3",https://www.unidata.ucar.edu/software/udunits/,https://docs.unidata.ucar.edu/udunits/current/,"https://docs.unidata.ucar.edu/udunits/current/udunits2prog.html , https://github.com/Unidata/UDUNITS-2/blob/master/lib/unitcore.c , https://linux.die.net/man/1/udunits "
umi_tools,anvil,,,
unicycler,anvil,,,
unison,faster,,,
unzip,"aces, faster",https://infozip.sourceforge.net/,https://linux.die.net/man/1/unzip,https://infozip.sourceforge.net/FAQ.html#UnZip
upcxx,faster,,,
usefulaf,anvil,,,
utf8proc,"aces, faster",https://github.com/JuliaStrings/utf8proc,https://juliastrings.github.io/utf8proc/doc/,"https://github.com/JuliaStrings/utf8proc#quick-start , https://conan.io/center/recipes/utf8proc "
util-linux,"aces, faster, kyric, ookami",https://github.com/util-linux/util-linux,https://github.com/util-linux/util-linux/blob/master/Documentation/00-about-docs.txt,"https://www.mankier.com/package/util-linux , https://wiki.gentoo.org/wiki/Util-linux , https://github.com/util-linux/util-linux/tree/master/Documentation/example.files"
util-linux-uuid,"anvil, kyric",https://github.com/util-linux/util-linux,https://github.com/util-linux/util-linux/blob/master/Documentation/00-about-docs.txt,https://www.mankier.com/1/uuidgen
util-macros,kyric,https://gitlab.freedesktop.org/xorg/util/macros,https://gitlab.freedesktop.org/xorg/util/macros/-/blob/master/INSTALL,https://gitlab.freedesktop.org/xorg/util/macros/-/blob/master/xorg-macros.m4.in
vadr,anvil,,,
valgrind,"aces, anvil, darwin, expanse, kyric, ookami",https://valgrind.org/,https://valgrind.org/docs/manual/,"https://valgrind.org/docs/manual/quick-start.html , https://valgrind.org/docs/manual/faq.html , https://tldp.org/HOWTO/Valgrind-HOWTO/ , https://web.stanford.edu/class/archive/cs/cs107/cs107.1174/guide_valgrind.html , https://ranger.uta.edu/~alex/courses/3318/resources/Valgrind_Minimal_Tutorial.pdf "
valgrind4hpc,delta,,,
vardict-java,anvil,,,
varlociraptor,anvil,,,
varscan,anvil,,,
vartrix,anvil,,,
vasp,"aces, anvil, bridges-2, expanse, faster, stampede3",https://www.vasp.at/,https://www.vasp.at/wiki/index.php/The_VASP_Manual,"https://www.vasp.at/wiki/index.php/Welcome , https://www.vasp.at/tutorials/latest/ , https://www.vasp.at/wiki/index.php/Category:Examples , https://www.youtube.com/channel/UCBATkNZ7pkAXU9tx7GVhlaw "
vasp6,expanse,,,
vatools,anvil,,,
vawk,faster,,,
vcf-kit,anvil,,,
vcf2maf,"anvil, bridges-2",https://github.com/trinityrnaseq/trinityrnaseq/wiki#quick-guide-for-the-impatient,https://github.com/trinityrnaseq/trinityrnaseq/wiki#quick-guide-for-the-impatient,
