Software,RP Name,Software Type,Software Class,Research Area,Research Discipline,Software Description,Software's Web Page,Software Documentation,Example Software Use,RP Software Documentation,Version Info
r-cli,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 2.0.2-Openblas
r-clipr,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.7.0-Openblas
r-cluster,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 2.1.0-Openblas
r-codetools,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.2-16-Openblas
r-colorspace,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.4-1-Openblas
r-cran,Darwin,,,,,,,,,,
r-crayon,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.3.4-Openblas
r-curl,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 4.3-Openblas
r-data-table,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.12.8-Openblas
r-dbi,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.1.0-Openblas
r-delayedarray,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.10.0-Openblas
r-delayedmatrixstats,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.6.1-Openblas
r-deseq2,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.32.0-Openblas
r-digest,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.6.25-Openblas
r-doparallel,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.0.15-Openblas
r-dorng,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.7.1-Openblas
r-dplyr,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.8.3-Openblas
r-ellipsis,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.3.0-Openblas
r-evaluate,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.14-Openblas
r-fansi,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.4.0-Openblas
r-fdb-infiniummethylation-hg19,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: ...
r-foreach,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.4.7-Openblas
r-foreign,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.8-72-Openblas
r-formatr,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.7-Openblas
r-formula,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.2-3-Openblas
r-futile-logger,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.4.3-Openblas
r-futile-options,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.0.1-Openblas
r-genefilter,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.72.1-Openblas
r-geneplotter,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.62.0-Openblas
r-genomeinfodb,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.20.0-Openblas
r-genomeinfodbdata,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.2.1-Openblas
r-genomicalignments,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.20.1-Openblas
r-genomicfeatures,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.36.4-Openblas
r-genomicranges,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.36.1-Openblas
r-geoquery,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 2.52.0-Openblas
r-ggplot2,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 3.2.0-Openblas
r-glue,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.4.1-Openblas
r-gridbase,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.4-7-Openblas
r-gridextra,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 2.3-Openblas
r-gtable,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.3.0-Openblas
r-hdf5array,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.12.3-Openblas
r-highr,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.8-Openblas
r-hmisc,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 4.4-0-Openblas
r-hms,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.5.0-Openblas
r-htmltable,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.13.1-Openblas
r-htmltools,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.3.6-Openblas
r-htmlwidgets,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.3-Openblas
r-httpuv,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.5.1-Openblas
r-httr,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.4.1-Openblas
r-illuminaio,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.26.0-Openblas
r-iranges,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 2.22.2-Openblas
r-iterators,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.0.12-Openblas
r-jpeg,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.1-8.1-Openblas
r-jsonlite,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.6.1-Openblas
r-kernsmooth,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 2.23-15-Openblas
r-knitr,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.28-Openblas
r-labeling,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.3-Openblas
r-lambda-r,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.2.3-Openblas
r-later,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.8.0-Openblas
r-lattice,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.20-38-Openblas
r-latticeextra,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.6-28-Openblas
r-lazyeval,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.2.2-Openblas
r-limma,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 3.40.6-Openblas
r-locfit,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.5-9.1-Openblas
r-lumi,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 2.38.0-Openblas
r-magrittr,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.5-Openblas
r-maptools,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.9-5-Openblas
r-markdown,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.1-Openblas
r-mass,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 7.3-51.5-Openblas
r-matrix,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.2-17-Openblas
r-matrixstats,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.55.0-Openblas
r-mclust,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 5.4.5-Openblas
r-memoise,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.1.0-Openblas
r-methylumi,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 2.32.0-Openblas
r-mgcv,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.8-28-Openblas
r-mime,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.7-Openblas
r-minfi,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.30.0-Openblas
r-misc3d,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.8-4-Openblas
r-multtest,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 2.40.0-Openblas
r-munsell,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.5.0-Openblas
r-nleqslv,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 3.3.2-Openblas
r-nlme,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 3.1-141-Openblas
r-nmf,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.21.0-Openblas
r-nnet,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 7.3-12-Openblas
r-nor1mix,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.3-0-Openblas
r-openssl,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.4.1-Openblas
r-org-hs-eg-db,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 3.8.2-Openblas
r-pillar,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.4.2-Openblas
r-pkgconfig,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 2.0.2-Openblas
r-pkgmaker,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.27-Openblas
r-plogr,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.2.0-Openblas
r-plyr,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.8.4-Openblas
r-png,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.1-7-Openblas
r-preprocesscore,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.46.0-Openblas
r-prettyunits,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.0.2-Openblas
r-progress,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.2.2-Openblas
r-promises,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.0.1-Openblas
r-purrr,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.3.4-Openblas
r-quadprog,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.5-7-Openblas
r-r6,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 2.4.0-Openblas
r-rcolorbrewer,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.1-2-Openblas
r-rcpp,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.0.4.6-Openblas
r-rcpparmadillo,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.9.600.4.0-Openblas
r-rcurl,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.98-1.2-Openblas
r-readr,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.3.1-Openblas
r-registry,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.5-1-Openblas
r-reshape,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.8.8-Openblas
r-reshape2,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.4.3-Openblas
r-rhdf5,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 2.28.1-Openblas
r-rhdf5lib,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.6.3-Openblas
r-rhtslib,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.18.1-Openblas
r-rlang,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.4.6-Openblas
r-rnaseq,Anvil,,,,,,,,,Anvil: https://www.rcac.purdue.edu/software/r-rnaseq,"Anvil: 4.1.1-1-Rstudio, 4.1.1-1"
r-rngtools,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.4-Openblas
r-rpart,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 4.1-15-Openblas
r-rsamtools,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 2.2.1-Openblas
r-rsqlite,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 2.1.2-Openblas
r-rstudio,Anvil,,,,,"RStudio is an integrated development environment (IDE) for the R and Python. It includes a console, syntax-highlighting editor that supports direct code execution, and tools for plotting, history, debugging and workspace management. 
Description Source: https://posit.co/products/open-source/rstudio/",,,,Anvil: https://www.rcac.purdue.edu/software/r-rstudio,Anvil: 4.1.1
r-rstudioapi,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.11-Openblas
r-rtracklayer,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.44.4-Openblas
r-s4vectors,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.26.1-Openblas
r-scales,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.0.0-Openblas
r-scrime,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.3.5-Openblas
r-scrnaseq,Anvil,,,,,,,,,Anvil: https://www.rcac.purdue.edu/software/r-scrnaseq,"Anvil: 4.1.1-1-Rstudio, 4.1.1-1, 4.2.0-Rstudio, 4.2.0, 4.2.3-Rstudio"
r-shiny,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.3.2-Openblas
r-siggenes,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.58.0-Openblas
r-snow,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.4-3-Openblas
r-sourcetools,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 0.1.7-Openblas
r-sp,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 1.3-1-Openblas
