id,software_name,rp_software,description,software_type,software_class,research_area,research_discipline,id,website_links,documents,examples,area_specific,containers,rp_documents
1843,settarg,"aces, bridges-2, delta, faster, stampede3",The settarg module works with Lmod to help developers manage their compiled software projects. It does so by making it easy to switch between optimized or debug builds; change compiler or other modules; and let the build system know about the changes. The secret of settarg is that it consolidates the state of a build into one environment variable called $TARG. Description Source:https://lmod.readthedocs.io/en/latest/310_settarg.html,,,,,1843,https://lmod.readthedocs.io/en/latest/310_settarg.html,https://github.com/TACC/Lmod/blob/main/MF/settarg.version.lua,https://sea.ucar.edu/sites/default/files/talk.pdf#page=78,,,
1844,setuptools,aces,"Easily download, build, install, upgrade, and uninstall Python packages",,,,,1844,,,,,,
1845,setuptools-rust,"aces, faster",setuptools-rust is a plugin for setuptools to build Rust Python extensions implemented with PyO3 or rust-cpython.,,,,,1845,,,,,,
1846,shadow,kyric,"Shadow is a network simulation tool used for modeling, testing, and analyzing complex network infrastructures and protocols. It allows researchers and network engineers to emulate various network scenarios, evaluate performance, and study the behavior of networks under different conditions.",,,,,1846,https://shadow.github.io/,https://shadow.github.io/docs/guide/,"https://shadow.github.io/docs/guide/run_shadow_overview.html , https://github.com/shadow/shadow/tree/main/examples ",,,
1847,shap,aces,SHAP (SHapley Additive exPlanations) is a game theoretic approach to explain the output of any machine learning model. It connects optimal credit allocation with local explanations using the classic Shapley values from game theory and their related extensions. Description Source:https://shap.readthedocs.io/en/latest/,,,,,1847,https://github.com/shap/shap,https://shap.readthedocs.io/en/latest/,"https://github.com/shap/shap#tree-ensemble-example-xgboostlightgbmcatboostscikit-learnpyspark-models , https://shap.readthedocs.io/en/latest/tabular_examples.html , https://github.com/shap/shap/tree/master/notebooks , https://www.kaggle.com/code/dansbecker/shap-values/tutorial , https://christophm.github.io/interpretable-ml-book/shap.html ",,,
1848,shapeit4,anvil,SHAPEIT4 is a fast and accurate method for estimation of haplotypes (aka phasing) for SNP array and high coverage sequencing data.,,,,,1848,,,,,,
1849,shapeit5,anvil,SHAPEIT5 is a software package to estimate haplotypes in large genotype datasets (WGS and SNP array).,,,,,1849,,,,,,
1850,shapely,"aces, faster",Shapely is a BSD-licensed Python package for manipulation and analysis of planar geometric objects. It is based on the widely deployed GEOS (the engine of PostGIS) and JTS (from which GEOS is ported) libraries.,,,,,1850,,,,,,
1851,shared,"expanse, ookami",,,,,,1851,,,,,,
1852,shasta,anvil,Shasta is a software for de novo assembly from Oxford Nanopore reads.,,,,,1852,,,,,,
1853,shigeifinder,anvil,Shigeifinder is a tool that is used to identify differentiate Shigella/EIEC using cluster-specific genes and identify the serotype using O-antigen/H-antigen genes.,,,,,1853,,,,,,
1854,shorah,anvil,Shorah is an open source project for the analysis of next generation sequencing data.,,,,,1854,,,,,,
1855,shortstack,anvil,Shortstack is a tool for comprehensive annotation and quantification of small RNA genes.,,,,,1855,,,,,,
1856,shovill,anvil,Shovill is a tool to assemble bacterial isolate genomes from Illumina paired-end reads.,,,,,1856,,,,,,
1857,sicer,anvil,Sicer is a clustering approach for identification of enriched domains from histone modification ChIP-Seq data.,,,,,1857,,,,,,
1858,sicer2,anvil,Sicer2 is the redesigned and improved ChIP-seq broad peak calling tool SICER.,,,,,1858,,,,,,
1859,siesta,"expanse, ookami","SIESTA (Spanish Initiative for Electronic Simulations with Thousands of Atoms) is both a method and its computer program implementation (Fortran 95), to perform efficient electronic structure calculations and ab initio molecular dynamics simulations of molecules and solids. Description Source:https://www.simuneatomistics.com/products/siesta-code/",,,,,1859,https://departments.icmab.es/leem/siesta/,https://siesta-project.org/SIESTA_MATERIAL/Docs/Manuals/siesta-4.1.5.pdf,"https://siesta-project.org/SIESTA_MATERIAL/Docs/Tutorials/index.html , https://personales.unican.es/junqueraj/siesta-tutorial.html , https://personales.unican.es/junqueraj/JavierJunquera_files/Metodos/Theory-session.html , https://personales.unican.es/junqueraj/JavierJunquera_files/Metodos/Hands-on-session.html ",,,
1860,signalp4,anvil,"SignalP predicts the presence and location of signal peptide cleavage sites in amino acid sequences from different organisms: Gram-positive prokaryotes, Gram-negative prokaryotes, and eukaryotes",,,,,1860,,,,,,
1861,signalp6,anvil,"SignalP predicts the presence and location of signal peptide cleavage sites in amino acid sequences from different organisms: Gram-positive prokaryotes, Gram-negative prokaryotes, and eukaryotes",,,,,1861,,,,,,
1862,simug,anvil,Simug is a general-purpose genome simulator.,,,,,1862,,,,,,
1863,singlem,anvil,SingleM is a tool for profiling shotgun metagenomes.,,,,,1863,,,,,,
1864,singularity,"darwin, jetstream, kyric, ookami","Apptainer, formerly known as Singularity, is an open-source container platform designed to create portable and reproducible environments for scientific computing. It allows users to package applications, their dependencies, and data in a single container that can be run consistently across different computing environments. Description Source:https://apptainer.org/",service,Container,,,1864,https://sylabs.io/singularity/,https://docs.sylabs.io/guides/4.1/user-guide/,"https://docs.sylabs.io/guides/4.1/user-guide/quick_start.html , https://sylabs.io/category/how-to/ , https://github.com/sylabs/singularity/tree/main/examples , https://www.youtube.com/watch?v=DA87Ba2dpNM ",,,DARWIN: https://docs.hpc.udel.edu/software/singularity/singularity
1865,singularitypro,expanse,"Singularity is a widely-adopted open source container platform that implements a unique security model to mitigate privilege escalation risks, and provides a format to capture a complete application environment into a single file. Sylabs provides licensing for SingularityPRO, enterprise level support, professional services, cloud functionality, and value-added plugins for Singularity container platform. Description Source:https://sylabs.io/singularity-pro/",,,,,1865,https://sylabs.io/singularity/,https://docs.sylabs.io/guides/4.1/user-guide/,"https://docs.sylabs.io/guides/4.1/user-guide/quick_start.html , https://sylabs.io/category/how-to/ , https://github.com/sylabs/singularity/tree/main/examples , https://www.youtube.com/watch?v=DA87Ba2dpNM ",,,
1866,sionlib,"aces, kyric",SIONlib is a library for writing and reading binary data to/from several thousands of processors into one or a small number of physical files. For parallel access to files only the open and close functions are collective while writing and reading file can be done asynchronously. Description Source:https://apps.fz-juelich.de/jsc/sionlib/docu/index.html,,,,,1866,"https://www.fz-juelich.de/en/ias/jsc/services/user-support/software-tools/sionlib?expand=translations,fzjsettings,nearest-institut",https://apps.fz-juelich.de/jsc/sionlib/docu/current/,"https://apps.fz-juelich.de/jsc/sionlib/docu/current/util_page.html , https://apps.fz-juelich.de/jsc/sionlib/docu/current/examples.html ",,,
1867,sip,faster,,,,,,1867,,,,,,
1868,ska,anvil,"SKA (Split Kmer Analysis) is a toolkit for prokaryotic (and any other small, haploid) DNA sequence analysis using split kmers.",,,,,1868,,,,,,
1869,skewer,anvil,Skewer is a fast and accurate adapter trimmer for paired-end reads.,,,,,1869,,,,,,
1870,sklearn,ookami,,,,,,1870,,,,,,
1871,slamdunk,anvil,"Slamdunk is a novel, fully automated software tool for automated, robust, scalable and reproducible SLAMseq data analysis.",,,,,1871,,,,,,
1872,slepc,"aces, expanse, faster","SLEPc (Scalable Library for Eigenvalue Problem Computations) is a software library for the solution of large scale sparse eigenvalue problems on parallel computers. It is an extension of PETSc and can be used for linear eigenvalue problems in either standard or generalized form, with real or complex arithmetic. Description Source:https://slepc.upv.es/",,,,,1872,https://slepc.upv.es/,https://slepc.upv.es/documentation/,"https://slepc.upv.es/documentation/slepc.pdf , https://slepc.upv.es/documentation/#video-tutorials , https://slepc.upv.es/handson/ ",,,
1873,slurm,"expanse, ookami","Slurm is an open-source cluster resource management and job scheduling system that strives to be simple, scalable, portable, fault-tolerant, and interconnect agnostic. Slurm currently has been tested only under Linux. Description Source:https://github.com/SchedMD/slurm",,Scheduler,,,1873,https://slurm.schedmd.com/overview.html,https://slurm.schedmd.com/documentation.html,"https://slurm.schedmd.com/quickstart.html , https://slurm.schedmd.com/pdfs/summary.pdf , https://www.schedmd.com/publications/ ",,,
1874,slurm-env,delta,"When a job scheduled by Slurm starts, it needs to know certain things about how it was scheduled, etc. E.g., what is it's working directory, or what nodes were allocated for it. Slurm passes this information to the job via environmental variables. In addition to being available to your job, these are also used by programs like mpirun to default values. This way, something like mpirun already knows how many tasks to start and on which nodes, without you needing to pass this information explicitly. Description Source:https://hpcc.umd.edu/hpcc/help/slurmenv.html",,,,,1874,https://slurm.schedmd.com/overview.html,https://slurm.schedmd.com/documentation.html,"https://slurm.schedmd.com/quickstart.html , https://slurm.schedmd.com/pdfs/summary.pdf , https://www.schedmd.com/publications/ ",,,
1875,smoove,anvil,Smoove simplifies and speeds calling and genotyping SVs for short reads.,,,,,1875,,,,,,
1876,smrt-link,faster,,,,,,1876,,,,,,
1877,snakemake,"anvil, faster","The Snakemake workflow management system is a tool to create reproducible and scalable data analyses. Workflows are described via a human readable, Python based language. Description Source:https://snakemake.readthedocs.io/en/stable/",,,,,1877,https://snakemake.github.io/,https://snakemake.readthedocs.io/en/stable/,"https://snakemake.readthedocs.io/en/stable/#getting-started , https://snakemake.readthedocs.io/en/stable/tutorial/tutorial.html , https://snakemake.readthedocs.io/en/stable/project_info/more_resources.html , https://snakemake.readthedocs.io/en/stable/project_info/faq.html , https://slowkow.com/notes/snakemake-tutorial/ , https://f1000research.com/articles/10-33/v2 ",,,
1878,snap,anvil,Snap is a semi-HMM-based Nucleic Acid Parser -- gene prediction tool.,,,,,1878,,,,,,
1879,snap-aligner,anvil,Snap-aligner(Scalable Nucleotide Alignment Program) is a fast and accurate read aligner for high-throughput sequencing data,,,,,1879,,,,,,
1880,snappy,"aces, faster","Snappy is a compression/decompression library. It does not aim for maximum compression, or compatibility with any other compression library; instead, it aims for very high speeds and reasonable compression. Description Source:https://github.com/google/snappy",,,,,1880,https://google.github.io/snappy/,https://github.com/google/snappy/blob/main/README.md,"https://github.com/google/snappy/blob/main/snappy.h , https://witestlab.poly.edu/~ffund/el9043/snappy.html ",,,
1881,snaptools,anvil,Snaptools is a python module for pre-processing and working with snap file.,,,,,1881,,,,,,
1882,snippy,anvil,Snippy is a tool for rapid haploid variant calling and core genome alignment.,,,,,1882,,,,,,
1883,snp-dists,anvil,Snp-dists is a tool to convert a FASTA alignment to SNP distance matrix.,,,,,1883,,,,,,
1884,snp-sites,anvil,Snp-sites is a tool that apidly extracts SNPs from a multi-FASTA alignment.,,,,,1884,,,,,,
1885,snpeff,anvil,Snpeff is an open source tool that annotates variants and predicts their effects on genes by using an interval forest approach.,,,,,1885,,,,,,
1886,snpgenie,anvil,"Snpgenie is a collection of Perl scripts for estimating πN/πS, dN/dS, and gene diversity from next-generation sequencing (NGS) single-nucleotide polymorphism (SNP) variant data.",,,,,1886,,,,,,
1887,snphylo,anvil,Snphylo is a pipeline to generate a phylogenetic tree from huge SNP data.,,,,,1887,,,,,,
1888,snpsift,anvil,"Snpsift is a tool used to annotate genomic variants using databases, filters, and manipulates genomic annotated variants.",,,,,1888,,,,,,
1889,soapdenovo2,"anvil, expanse",Soapdenovo2 is a short-read assembly method to build de novo draft assembly.,,,,,1889,,,,,,
1890,sortmerna,anvil,"SortMeRNA is a local sequence alignment tool for filtering, mapping and clustering.",,,,,1890,,,,,,
1891,souporcell,anvil,souporcell is a method for clustering mixed-genotype scRNAseq experiments by individual. Description Source:https://github.com/wheaton5/souporcell,,,,,1891,https://wheaton5.github.io/projects/souporcell,https://github.com/wheaton5/souporcell,https://demultiplexing-doublet-detecting-docs.readthedocs.io/en/latest/Souporcell.html ,,,
1892,sourmash,anvil,"Sourmash is a tool for quickly search, compare, and analyze genomic and metagenomic data sets.",,,,,1892,,,,,,
