Software,RP Name,Software Type,Software Class,Research Area,Research Discipline,Software Description,Software's Web Page,Software Documentation/Link,Example Software Use (link),Area-specific Examples,Containerized Version of Software,RP Documentations for Software,Pathing
suite-sparse,expanse,,,,,,https://people.engr.tamu.edu/davis/suitesparse.html,https://github.com/DrTimothyAldenDavis/SuiteSparse#documentation,"https://github.com/DrTimothyAldenDavis/SuiteSparse/tree/dev/Example , https://github.com/DrTimothyAldenDavis/SuiteSparse/blob/dev/SuiteSparse_demo.m ",,,,
suitesparse,"aces, faster",,,,,"SuiteSparse is a suite of sparse matrix software libraries developed primarily by Tim Davis. It includes a collection of libraries and tools for solving sparse linear systems, eigenvalue problems, and various matrix computations. SuiteSparse is commonly used in scientific computing and engineering applications.",https://people.engr.tamu.edu/davis/suitesparse.html,https://github.com/DrTimothyAldenDavis/SuiteSparse#documentation,"https://github.com/DrTimothyAldenDavis/SuiteSparse/tree/dev/Example , https://github.com/DrTimothyAldenDavis/SuiteSparse/blob/dev/SuiteSparse_demo.m ",,,,
sundials,"aces, faster",,,,,"SUNDIALS (SUite of Nonlinear and DIfferential/ALgebraic equation Solvers) is a software suite of robust numerical solvers for ordinary differential equations (ODEs) and differential-algebraic equations (DAEs). It consists of various packages like CVODE, IDA, and ARKODE, offering efficient solutions for time-dependent simulations and mathematical modeling.",https://computing.llnl.gov/projects/sundials,https://sundials.readthedocs.io/en/latest/,"https://sundials.readthedocs.io/en/latest/sundials/ , https://computing.llnl.gov/projects/sundials/usage-notes , https://github.com/LLNL/sundials/tree/main/examples , https://computing.llnl.gov/projects/sundials/faq ",,,,
superlu,expanse,,Scientific Library,,,"SuperLU is a high-performance library for solving large, sparse linear systems of equations using direct methods. It provides efficient implementations of direct solvers for various classes of sparse matrices, making it valuable for scientific simulations, engineering applications, and numerical computations.",https://portal.nersc.gov/project/sparse/superlu/,https://portal.nersc.gov/project/sparse/superlu/superlu_code_html/annotated.html,"https://portal.nersc.gov/project/sparse/superlu/ug.pdf , https://portal.nersc.gov/project/sparse/superlu/superlu_code_html/dir_2ed5cd83c419d7f3788213bde77ef248.html , https://github.com/xiaoyeli/superlu/tree/master/EXAMPLE , https://portal.nersc.gov/project/sparse/superlu/faq.html ",,,,
superlu_dist,"aces, faster",Library,Scientific Library,,,"SuperLU is a general purpose library for the direct solution of large, sparse, nonsymmetric systems of linear equations on high performance machines. It supports both real and complex datatypes, both single and double precision, and 64-bit integer indexing. Description Source:https://portal.nersc.gov/project/sparse/superlu/superlu_code_html/index.html",https://github.com/xiaoyeli/superlu_dist,https://portal.nersc.gov/project/sparse/superlu/superlu_dist_code_html/,"https://dl.acm.org/doi/pdf/10.1145/3577197 , https://github.com/xiaoyeli/superlu_dist/tree/master/EXAMPLE , https://portal.nersc.gov/project/sparse/superlu/superlu_dist_code_html/dir_2ed5cd83c419d7f3788213bde77ef248.html ",,,,
superlu-dist,expanse,,Scientific Library,,,,,,,,,,
survivor,anvil,,,,,"SURVIVOR is a tool set for simulating/evaluating SVs, merging and comparing SVs within and among samples, and includes various methods to reformat or summarize SVs.",,,,,,,
svaba,anvil,,,,,SvABA is a method for detecting structural variants in sequencing data using genome-wide local assembly.,,,,,,,
svtools,anvil,,,,,Svtools is a suite of utilities designed to help bioinformaticians construct and explore cohort-level structural variation calls.,,,,,,,
svtyper,"anvil, faster",,,,,Svtyper performs breakpoint genotyping of structural variants (SVs) using whole genome sequencing data.,,,,,,,
swat,anvil,,,,,"swat is a program for searching one or more DNA or protein query sequences, or a query profile, against a sequence database, using an efficient implementation of the Smith-Waterman or Needleman-Wunsch algorithms with linear (affine) gap penalties.",,,,,,,
swig,"aces, anvil, faster, stampede3",Toolkit,,,,SWIG (Simplified Wrapper and Interface Generator) is a software development tool for building scripting language interfaces to C and C++ programs. SWIG simplifies development by largely automating the task of scripting language integration--allowing developers and users to focus on more important problems. Description Source:https://www.swig.org/Doc4.2/SWIGDocumentation.html,https://www.swig.org/,https://www.swig.org/Doc4.2/Contents.html,"https://www.swig.org/Doc4.2/SWIG.html , https://www.swig.org/Doc4.2/Introduction.html#Introduction_nn4 , https://www.swig.org/tutorial.html , https://www.dabeaz.com/SwigMaster/index.html , https://github.com/swig/swig/blob/master/Examples/index.html , https://github.com/swig/swig/wiki ",,,,
sympy,"aces, faster",,,,,SymPy is a Python library for symbolic mathematics. It aims to become a full-featured computer algebra system (CAS) while keeping the code as simple as possible in order to be comprehensible and easily extensible. SymPy is written entirely in Python and does not require any external libraries.,,,,,,,
synthcity,aces,Library,,,,"Synthcity is a library for generating and evaluating synthetic tabular data for privacy, fairness and data augmentation. Description Source:https://github.com/vanderschaarlab/synthcity",https://github.com/vanderschaarlab/synthcity,https://synthcity.readthedocs.io/en/latest/,"https://synthcity.readthedocs.io/en/latest/#boom-sample-usage , https://github.com/vanderschaarlab/synthcity#-tutorials , https://synthcity.readthedocs.io/en/latest/examples.html ",,,,
syri,anvil,,,,,Syri compares alignments between two chromosome-level assemblies and identifies synteny and structural rearrangements.,,,,,,,
sz,faster,,,,,,,,,,,,
sz3,faster,,,,,,,,,,,,
szip,"aces, darwin, faster",,Utilities,,,"Szip is compression software, providing lossless compression of scientific data. Szip is reported to provide fast and effective compression, specifically for the EOS data generated by the NASA Earth Observatory System. The primary gain with Szip compression is in speed of processing. Szip also provides some advantage in compression ratio over other compression methods. Description Source:https://support.hdfgroup.org/doc_resource/SZIP/",https://support.hdfgroup.org/doc_resource/SZIP/,https://apolo-docs.readthedocs.io/en/latest/software/scientific_libraries/Szip/Szip-2.1.1/index.html,"https://support.hdfgroup.org/doc_resource/SZIP/H5_szip_example.html , https://support.hdfgroup.org/doc_resource/SZIP/H4_szip_example.html , https://support.hdfgroup.org/doc_resource/SZIP/h4_examples/ ",,,,
t-coffee,anvil,,,,,T-coffee is a multiple sequence alignment software using a progressive approach.,,,,,,,
tabix,expanse,,,,,"Tabix is a tool and file format for indexing and querying large tab-delimited text files like genomic variants in Variant Call Format (VCF). It enables fast retrieval of genomic intervals and regions from indexed files, allowing efficient access to specific data entries without loading entire files into memory.",https://www.htslib.org/doc/tabix.html,https://www.htslib.org/doc/tabix.html,"https://github.com/samtools/htslib/blob/develop/tabix.1 , https://www.htslib.org/doc/tabix.html#EXAMPLE ",,,,
tacc,stampede3,,,,,,,,,,,,
tacc-apptainer,stampede3,applicaiton,container,,,"Apptainer, formerly known as Singularity, is an open-source container platform designed to create portable and reproducible environments for scientific computing. It allows users to package applications, their dependencies, and data in a single container that can be run consistently across different computing environments. Description Source:https://apptainer.org/",https://apptainer.org/,https://apptainer.org/documentation/,https://apptainer.org/docs/user/main/quick_start.html,,,,
taichi,faster,,,,,,,,,,,,
talon,anvil,,,,,Talon is a Python package for identifying and quantifying known and novel genes/isoforms in long-read transcriptome data sets.,,,,,,,
tar,kyric,,Utilitles,,,"tar is a command-line utility used for archiving files and directories on Unix-based systems. It allows bundling multiple files and directories into a single archive file, often compressed using utilities like gzip or bzip2. tar is commonly used for backup, data transfer, and file compression tasks.",https://www.gnu.org/software/tar/,https://www.gnu.org/software/tar/manual/,"https://www.gnu.org/software/tar/manual/html_node/Tutorial.html , https://www.gnu.org/software/tar/manual/html_node/Recipes.html , https://www.gnu.org/software/tar/manual/html_node/Index-of-Command-Line-Options.html , https://www.geeksforgeeks.org/tar-command-linux-examples/ , https://www.computerhope.com/unix/utar.htm ",,,,
targetp,anvil,,,,,"TargetP-2.0 tool predicts the presence of N-terminal presequences: signal peptide (SP), mitochondrial transit peptide (mTP), chloroplast transit peptide (cTP) or thylakoid luminal transit peptide (luTP). For the sequences predicted to contain an N-terminal presequence a potential cleavage site is also predicted.",,,,,,,
tassel,anvil,,,,,"TASSEL is a software package used to evaluate traits associations, evolutionary patterns, and linkage disequilibrium.",,,,,,,
tau,"darwin, expanse, kyric, ookami",,,,,"TAU (Tuning and Analysis Utilities) is a performance analysis toolkit for measuring and diagnosing performance characteristics of parallel programs. It provides profiling, tracing, and visualization tools to optimize the performance of parallel applications across various platforms.",https://www.cs.uoregon.edu/research/tau/home.php,https://www.cs.uoregon.edu/research/tau/docs.php,https://www.cs.uoregon.edu/research/tau/docs/tutorial/,,,DARWIN: https://docs.hpc.udel.edu/software/tau,
taxonkit,anvil,,,,,Taxonkit is a practical and efficient NCBI taxonomy toolkit.,,,,,,,
tbb,"aces, faster, kyric",,,,,"The Intel Threading Building Blocks (TBB) is a C++ library for parallel programming that enables developers to create multi-threaded applications efficiently. It offers high-level constructs for parallelism, task-based programming, and workload distribution, simplifying the development of scalable and performance-oriented applications.",https://www.intel.com/content/www/us/en/developer/tools/oneapi/onetbb.html,https://oneapi-src.github.io/oneTBB/,"https://oneapi-src.github.io/oneTBB/GSG/get_started.html , https://www.intel.com/content/www/us/en/docs/onetbb/cookbook/2021-6/developing-an-application-with-a-parallel.html , https://oneapi-src.github.io/oneTBB/GSG/samples.html , https://github.com/oneapi-src/oneTBB/tree/master/examples ",,,,
tbb32,kyric,,,,,,https://www.intel.com/content/www/us/en/developer/tools/oneapi/onetbb.html,https://oneapi-src.github.io/oneTBB/,"https://oneapi-src.github.io/oneTBB/GSG/get_started.html , https://www.intel.com/content/www/us/en/docs/onetbb/cookbook/2021-6/developing-an-application-with-a-parallel.html , https://oneapi-src.github.io/oneTBB/GSG/samples.html , https://github.com/oneapi-src/oneTBB/tree/master/examples ",,,,
tcl,"aces, anvil, delta, expanse, faster",,,,,"Tcl (Tool Command Language) is a powerful dynamic programming language suitable for a wide range of uses, including web and desktop applications, networking, administration, and testing. Description Source:https://www.tcl.tk/",https://www.tcl.tk/,https://www.tcl.tk/doc/,"https://www.tcl.tk/man/tcl8.5/tutorial/tcltutorial.html , https://tkdocs.com/tutorial/index.html , https://wiki.tcl-lang.org/page/Tcl+Tutorial+Lesson+0 , https://www.tcl.tk/about/language.html , https://www.tcl.tk/about/dos2unix.html , https://www.tcl.tk/about/netserver.html ",,,,
tclap,faster,,,,,,,,,,,,
tcltk,darwin,,,,,,https://www.tcl.tk/,https://www.tcl.tk/doc/,"https://www.tcl.tk/man/tcl8.5/tutorial/tcltutorial.html , https://tkdocs.com/tutorial/index.html , https://wiki.tcl-lang.org/page/Tcl+Tutorial+Lesson+0 , https://www.tcl.tk/about/language.html , https://www.tcl.tk/about/dos2unix.html , https://www.tcl.tk/about/netserver.html ",,,,
