Software,RP Name,Software Type,Software Class,Research Field,Research Area,Research Discipline,Software Description,Core Features,General Tags,Software's Web Page,Software Documentation,Example Software Use,RP Software Documentation,Version Info,AI Description,Example Use
seqkit,Anvil,Bioinformatics,Data Analysis,Biological Sciences,,,Seqkit is a rapid tool for manipulating fasta and fastq files.,"Manipulate Sequences In Fasta/Fastq Format, Filtering, Splitting, & Removing Duplicates, Format Conversion & Sequence Extraction, Efficient Handling Of Large-Scale Sequencing Data","Sequence Manipulation, Fasta, Fastq",,,,Anvil: https://www.rcac.purdue.edu/software/seqkit,"Anvil: 2.0.0, 2.1.0, 2.3.1","SeqKit is a cross-platform, ultrafast, and handy sequenced data manipulation toolkit. It allows users to quickly manipulate sequences in fasta/fastq format, including filtering, splitting, removing duplicates, converting formats, and extracting sequences. SeqKit is designed to be efficient and user-friendly for handling large-scale sequencing data.",
seqyclean,Anvil,Ngs Data Processing Tool,Preprocessing Tool,Biological Sciences,,,Seqyclean is used to pre-process NGS data in order to prepare for downstream analysis.,"Fastq Preprocessing, Quality Filtering, Adapter Trimming, Ngs Data Optimization","Ngs Data, Quality Control, Preprocessing, Bioinformatics",,,,Anvil: https://www.rcac.purdue.edu/software/seqyclean,Anvil: 1.10.09,"SeqyClean is a tool for fastq preprocessing and quality filtering optimized for Next-Generation Sequencing (NGS) data. It provides various modules for read filtering, quality control, and adapter trimming to improve the quality of sequencing data before downstream analysis.",
serf,"Aces, Faster",,,Engineering & Technology,,,"The serf library is a high performance C-based HTTP client library built upon the Apache Portable Runtime (APR) library. 
Description Source: https://serf.apache.org/","Decentralized Cluster Membership, Failure Detection, Event Broadcasting, Key/Value Storage, High Availability","Cluster Management, Orchestration, Decentralized System",https://serf.apache.org/,https://github.com/apache/serf/tree/trunk,https://github.com/apache/serf/blob/trunk/design-guide.txt,"Aces: https://hprc.tamu.edu/software/aces/ 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 1.3.9
Faster: 1.3.9","Serf is a decentralized solution for cluster membership, failure detection, and orchestration. It is lightweight and highly available, providing a mechanism for event broadcasting and key/value storage.",
settarg,"Aces, Bridges-2, Delta, Faster, Stampede3",Command-Line Utility,Compiler,Computer & Information Sciences,,,"The settarg module works with Lmod to help developers manage their compiled software projects. It does so by making it easy to switch between optimized or debug builds; change compiler or other modules; and let the build system know about the changes. The secret of settarg is that it consolidates the state of a build into one environment variable called $TARG. 
Description Source: https://lmod.readthedocs.io/en/latest/310_settarg.html","Setting Target-Specific Optimizations In Compilers, Improving Performance Of Compiled Code, Command-Line Interface For Ease Of Use","Compilers, Optimization, Performance Enhancement, Command-Line Tool",https://lmod.readthedocs.io/en/latest/310_settarg.html,https://github.com/TACC/Lmod/blob/main/MF/settarg.version.lua,https://sea.ucar.edu/sites/default/files/talk.pdf#page=78,"Aces: https://hprc.tamu.edu/software/aces/ 
Bridges-2: https://www.psc.edu/resources/software/settarg 
Delta: https://docs.ncsa.illinois.edu/systems/delta/en/latest/user_guide/software.html 
Faster: https://hprc.tamu.edu/software/faster/ 
Stampede3: https://tacc.utexas.edu/use-tacc/software-list/","Aces: Settarg
Bridges-2: Settarg
Delta: Settarg
Faster: Settarg
Jetstream: Settarg",Settarg is a command-line utility designed for setting target specific optimizations in C/C++ compilers. It helps in specifying optimization flags tailored for a particular CPU architecture to improve performance.,
setuptools,Aces,Library,Development Tools,Computer Science,,,"Easily download, build, install, upgrade, and uninstall Python packages","Project Metadata Specification, Dependency Declaration, Package Distribution Creation, Integration With Pip For Installation","Python Packaging, Package Management, Dependency Management",,,,Aces: https://hprc.tamu.edu/software/aces/,Aces: 64.0.3,"Setuptools is a package development process library designed to facilitate packaging Python projects. It allows developers to specify project metadata, declare project dependencies, and create distributable packages that can be easily installed using the Python package manager, pip.",
setuptools-rust,"Aces, Faster",Plug-In/Extension,Library,Computer & Information Sciences,Software Development,"Software Engineering, Systems, & Development",setuptools-rust is a plugin for setuptools to build Rust Python extensions implemented with PyO3 or rust-cpython.,"1. Integration of Rust code into Python projects.
2. Simplified build and distribution of Rust packages.
3. Seamless communication between Python and Rust components.
4. Improved cross-language development workflow.
5. Enhanced performance and flexibility for projects requiring Rust functionality.","Python Library, Build System, Rust Integration",,,,"Aces: https://hprc.tamu.edu/software/aces/ 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 1.6.0, 1.7.0, 1.8.0
Faster: 1.6.0","Setuptools-Rust is a Python library that extends the Setuptools build system, allowing you to build and distribute Rust packages from Python projects seamlessly. It simplifies the integration of Rust code into Python projects, making cross-language development easier and more efficient.",
shadow,Kyric,Network Simulator,Simulation Software,Computer & Information Sciences,Network Simulations,Computer Science,"Shadow is a network simulation tool used for modeling, testing, and analyzing complex network infrastructures and protocols. It allows researchers and network engineers to emulate various network scenarios, evaluate performance, and study the behavior of networks under different conditions.","Versatile Network Simulator, Efficient & Scalable Simulation Framework, Powerful Scripting Engines For Automating Complex Simulations","Network Simulation, Scripting, Simulation Framework",https://shadow.github.io/,https://shadow.github.io/docs/guide/,"https://shadow.github.io/docs/guide/run_shadow_overview.html 
https://github.com/shadow/shadow/tree/main/examples ",,,Shadow is a versatile network simulator that is designed with the aim of providing not only an efficient and scalable simulation framework but also powerful and flexible scripting engines to automate complex simulations.,
shap,Aces,Python Library,Library,Computer & Information Sciences,,Artificial Intelligence & Intelligent Systems,"SHAP (SHapley Additive exPlanations) is a game theoretic approach to explain the output of any machine learning model. It connects optimal credit allocation with local explanations using the classic Shapley values from game theory and their related extensions. 
Description Source: https://shap.readthedocs.io/en/latest/","1. Provides unified approach for explaining machine learning models.
2. Utilizes Shapley values from cooperative game theory for local feature attributions.
3. Supports various model types including tree-based models, deep learning models, and more.
4. Helps understand the impact of individual features on model predictions.
5. Enables model interpretability and transparency for better decision making.","Explainability, Interpretability, Machine Learning, Model Explanation",https://github.com/shap/shap,https://shap.readthedocs.io/en/latest/,"https://github.com/shap/shap#tree-ensemble-example-xgboostlightgbmcatboostscikit-learnpyspark-models 
https://shap.readthedocs.io/en/latest/tabular_examples.html 
https://github.com/shap/shap/tree/master/notebooks 
https://www.kaggle.com/code/dansbecker/shap-values/tutorial 
https://christophm.github.io/interpretable-ml-book/shap.html ",Aces: https://hprc.tamu.edu/software/aces/,Aces: 0.41.0,"SHAP (SHapley Additive exPlanations) is a unified approach to explain the output of any machine learning model. It connects game theory with local explanations, attributing the impact of each feature on a model's predictions.",
shapeit4,Anvil,Bioinformatics Tool,Phasing Tool,Biological Sciences,Population Genetics,Genetics,SHAPEIT4 is a fast and accurate method for estimation of haplotypes (aka phasing) for SNP array and high coverage sequencing data.,"Fast & Accurate Haplotype Phasing, New Exact Fragment Inference Algorithm, Efficient For Large Cohorts, Captures Long-Range Phasing Information","Phasing, Haplotype, Genomics, Bioinformatics, Computational Biology",,,,Anvil: https://www.rcac.purdue.edu/software/shapeit4,Anvil: 4.2.2,"SHAPEIT4 is a fast and accurate method for haplotype phasing based on a haplotype model similar to that used in SHAPEIT2. It adopts a new exact fragment inference algorithm that scales linearly with the effective number of haplotypes, making it highly efficient for large cohorts. SHAPEIT4 also includes a novel model that captures long-range phasing information through a conditional random field.",
shapeit5,Anvil,Phasing Tool,Bioinformatics,Biological Sciences,Population Genetics,Genetics,SHAPEIT5 is a software package to estimate haplotypes in large genotype datasets (WGS and SNP array).,"Genomic Data Phasing, Inferring Haplotypes From Genotype Data, Determining Parental Origin Of Alleles On Homologous Chromosomes","Genomics, Data Phasing, Haplotype Inference",,,,Anvil: https://www.rcac.purdue.edu/software/shapeit5,Anvil: 5.1.1,"Shapeit5 is a software package for phasing genomic data, which refers to the process of determining the parental origin of alleles on homologous chromosomes. It is commonly used in genetic studies to infer haplotypes from genotype data.",
shapely,"Aces, Faster",Python Library,Library,Earth & Environmental Sciences,"Geospatial Analysis, Geometric Modeling",Geographic Information Science,Shapely is a BSD-licensed Python package for manipulation and analysis of planar geometric objects. It is based on the widely deployed GEOS (the engine of PostGIS) and JTS (from which GEOS is ported) libraries.,"Creation Of Geometric Objects Like Points, Lines, & Polygons, Geometric Operations Like Intersection, Union, & Buffering, Spatial Analysis Functions Such As Distance Measurements & Polygon Splitting, Support For Manipulating & Analyzing Geometric Shapes In 2D Space","Python Library, Geospatial Analysis, Geometric Objects",,,,"Aces: https://hprc.tamu.edu/software/aces/ 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 1.8.2, 2.0.1
Faster: 1.7.1-Python-3.8.2, 1.8A1, 1.8.2, 2.0.1",Shapely is a Python library for manipulation and analysis of planar geometric objects. It is based on the widely deployed GEOS (the engine of PostGIS) and JTS (from which GEOS is ported) libraries.,
shared,"Expanse, Ookami",Cloud-Based Platform,Collaboration & File Sharing,Other,,,,"Real-Time Collaboration On Documents & Files, File Sharing & Storage, Version Control For Tracking Changes, Communication Tools For Team Collaboration, Access Control & Permission Management","Collaboration Platform, Cloud-Based Software, File Sharing, Communication, Version Control",,,,"Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules 
Ookami: https://www.stonybrook.edu/commcms/ookami/support/faq/software_on_ookami",Expanse: Shared,"Shared is a cloud-based collaboration platform that allows users to share files, documents, and information with team members or external collaborators. It provides a centralized location for real-time collaboration, file storage, version control, and communication.",
